@RELATION burstmodel
@ATTRIBUTE dealer {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player1−1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player1-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player2-1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player2-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player3-1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player3-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player4-1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE player4-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE card-1 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE card-2 {ACE, TWO, THREE, FOUR, FIVE, SIX, SEVEN, EIGHT, NINE, TEN, JACK, QUEEN, KING, NONE}
@ATTRIBUTE total NUMERIC
@ATTRIBUTE result {burst, non-burst}
@DATA
TEN,ACE,JACK,SIX,NINE,FOUR,EIGHT,TWO,JACK,NONE,NONE,15,burst
TEN,ACE,JACK,SIX,NINE,FOUR,EIGHT,TWO,JACK,NONE,NONE,12,non-burst
TEN,ACE,JACK,SIX,NINE,FOUR,EIGHT,TWO,JACK,NONE,NONE,12,non-burst
TEN,ACE,JACK,SIX,NINE,FOUR,EIGHT,TWO,JACK,THREE,NONE,15,burst
NINE,THREE,TEN,FOUR,SEVEN,SEVEN,FIVE,FOUR,SEVEN,NONE,NONE,13,burst
NINE,THREE,TEN,FOUR,SEVEN,SEVEN,FIVE,FOUR,SEVEN,NONE,NONE,11,non-burst
NINE,THREE,TEN,FOUR,SEVEN,SEVEN,FIVE,FOUR,SEVEN,NONE,NONE,12,non-burst
NINE,THREE,TEN,FOUR,SEVEN,SEVEN,FIVE,FOUR,SEVEN,ACE,NONE,13,burst
NINE,THREE,TEN,FOUR,SEVEN,SEVEN,FIVE,FOUR,SEVEN,NONE,NONE,11,non-burst
SIX,ACE,FOUR,FOUR,QUEEN,JACK,FOUR,FIVE,SEVEN,NONE,NONE,15,non-burst
SIX,ACE,FOUR,FOUR,QUEEN,JACK,FOUR,FIVE,SEVEN,SEVEN,NONE,12,non-burst
SIX,ACE,FOUR,FOUR,QUEEN,JACK,FOUR,FIVE,SEVEN,NONE,NONE,14,non-burst
SIX,ACE,FOUR,FOUR,QUEEN,JACK,FOUR,FIVE,SEVEN,NONE,NONE,14,burst
SIX,ACE,FOUR,FOUR,QUEEN,JACK,FOUR,FIVE,SEVEN,NONE,NONE,12,non-burst
SIX,ACE,FOUR,FOUR,QUEEN,JACK,FOUR,FIVE,SEVEN,FOUR,NONE,16,non-burst
NINE,ACE,KING,THREE,FIVE,SIX,SIX,TWO,THREE,NONE,NONE,8,non-burst
NINE,ACE,KING,THREE,FIVE,SIX,SIX,TWO,THREE,NONE,NONE,12,non-burst
NINE,ACE,KING,THREE,FIVE,SIX,SIX,TWO,THREE,NONE,NONE,5,non-burst
NINE,ACE,KING,THREE,FIVE,SIX,SIX,TWO,THREE,TWO,NONE,7,non-burst
NINE,ACE,KING,THREE,FIVE,SIX,SIX,TWO,THREE,TWO,FOUR,11,non-burst
FIVE,ACE,SEVEN,JACK,QUEEN,FIVE,TEN,FOUR,FOUR,NONE,NONE,15,burst
FIVE,ACE,SEVEN,JACK,QUEEN,FIVE,TEN,FOUR,FOUR,NONE,NONE,8,non-burst
FIVE,ACE,SEVEN,JACK,QUEEN,FIVE,TEN,FOUR,FOUR,SIX,NONE,14,non-burst
ACE,KING,EIGHT,SIX,FIVE,FIVE,TWO,JACK,TEN,NONE,NONE,11,non-burst
ACE,KING,EIGHT,SIX,FIVE,FIVE,TWO,JACK,TEN,FOUR,NONE,15,non-burst
ACE,KING,EIGHT,SIX,FIVE,FIVE,TWO,JACK,TEN,NONE,NONE,7,non-burst
ACE,KING,EIGHT,SIX,FIVE,FIVE,TWO,JACK,TEN,EIGHT,NONE,15,burst
ACE,TEN,QUEEN,EIGHT,TEN,FOUR,FOUR,SIX,FIVE,NONE,NONE,8,non-burst
ACE,TEN,QUEEN,EIGHT,TEN,FOUR,FOUR,SIX,FIVE,NONE,NONE,11,non-burst
SEVEN,TWO,TWO,QUEEN,TWO,FIVE,TEN,TEN,EIGHT,NONE,NONE,4,non-burst
SEVEN,TWO,TWO,QUEEN,TWO,FIVE,TEN,TEN,EIGHT,FIVE,NONE,9,non-burst
SEVEN,TWO,TWO,QUEEN,TWO,FIVE,TEN,TEN,EIGHT,NONE,NONE,12,non-burst
SEVEN,TWO,TWO,QUEEN,TWO,FIVE,TEN,TEN,EIGHT,FOUR,NONE,16,non-burst
SEVEN,TWO,TWO,QUEEN,TWO,FIVE,TEN,TEN,EIGHT,NONE,NONE,15,non-burst
TWO,TEN,ACE,SIX,SEVEN,KING,FIVE,FOUR,SEVEN,NONE,NONE,13,non-burst
TWO,TEN,ACE,SIX,SEVEN,KING,FIVE,FOUR,SEVEN,NONE,NONE,15,burst
TWO,TEN,ACE,SIX,SEVEN,KING,FIVE,FOUR,SEVEN,NONE,NONE,11,non-burst
EIGHT,SIX,NINE,NINE,KING,THREE,JACK,QUEEN,EIGHT,NONE,NONE,15,burst
EIGHT,SIX,NINE,NINE,KING,THREE,JACK,QUEEN,EIGHT,NONE,NONE,13,burst
FOUR,TWO,NINE,FOUR,EIGHT,EIGHT,TWO,EIGHT,EIGHT,NONE,NONE,11,non-burst
FOUR,TWO,NINE,FOUR,EIGHT,EIGHT,TWO,EIGHT,EIGHT,NONE,NONE,12,burst
FOUR,TWO,NINE,FOUR,EIGHT,EIGHT,TWO,EIGHT,EIGHT,NONE,NONE,10,non-burst
FOUR,TWO,NINE,FOUR,EIGHT,EIGHT,TWO,EIGHT,EIGHT,NONE,NONE,16,burst
THREE,SEVEN,EIGHT,THREE,SEVEN,JACK,FOUR,ACE,KING,NONE,NONE,15,burst
THREE,SEVEN,EIGHT,THREE,SEVEN,JACK,FOUR,ACE,KING,NONE,NONE,10,non-burst
THREE,SEVEN,EIGHT,THREE,SEVEN,JACK,FOUR,ACE,KING,NONE,NONE,14,non-burst
JACK,SIX,KING,TWO,EIGHT,TEN,NINE,FIVE,EIGHT,NONE,NONE,16,non-burst
JACK,SIX,KING,TWO,EIGHT,TEN,NINE,FIVE,EIGHT,NONE,NONE,10,non-burst
JACK,SIX,KING,TWO,EIGHT,TEN,NINE,FIVE,EIGHT,NONE,NONE,13,non-burst
QUEEN,QUEEN,NINE,TWO,TEN,FIVE,EIGHT,FOUR,THREE,NONE,NONE,12,burst
QUEEN,QUEEN,NINE,TWO,TEN,FIVE,EIGHT,FOUR,THREE,NONE,NONE,13,burst
QUEEN,QUEEN,NINE,TWO,TEN,FIVE,EIGHT,FOUR,THREE,NONE,NONE,7,non-burst
QUEEN,QUEEN,NINE,TWO,TEN,FIVE,EIGHT,FOUR,THREE,SIX,NONE,13,burst
SIX,EIGHT,SIX,FIVE,NINE,NINE,ACE,JACK,NINE,NONE,NONE,14,burst
SIX,EIGHT,SIX,FIVE,NINE,NINE,ACE,JACK,NINE,NONE,NONE,14,burst
NINE,KING,SEVEN,FIVE,FOUR,QUEEN,THREE,ACE,EIGHT,NONE,NONE,9,non-burst
NINE,KING,SEVEN,FIVE,FOUR,QUEEN,THREE,ACE,EIGHT,TWO,NONE,11,non-burst
NINE,KING,SEVEN,FIVE,FOUR,QUEEN,THREE,ACE,EIGHT,NONE,NONE,13,non-burst
NINE,KING,SEVEN,FIVE,FOUR,QUEEN,THREE,ACE,EIGHT,TWO,NONE,15,burst
EIGHT,EIGHT,FIVE,EIGHT,JACK,EIGHT,TWO,SIX,NINE,NONE,NONE,13,burst
EIGHT,EIGHT,FIVE,EIGHT,JACK,EIGHT,TWO,SIX,NINE,NONE,NONE,10,non-burst
EIGHT,EIGHT,FIVE,EIGHT,JACK,EIGHT,TWO,SIX,NINE,NONE,NONE,15,non-burst
TWO,TEN,FIVE,ACE,KING,EIGHT,QUEEN,NINE,TEN,NONE,NONE,15,non-burst
NINE,KING,TWO,ACE,NINE,EIGHT,TEN,TWO,SEVEN,NONE,NONE,12,non-burst
NINE,KING,TWO,ACE,NINE,EIGHT,TEN,TWO,SEVEN,THREE,NONE,15,burst
NINE,KING,TWO,ACE,NINE,EIGHT,TEN,TWO,SEVEN,NONE,NONE,9,non-burst
TWO,SIX,SEVEN,KING,SEVEN,QUEEN,SEVEN,TEN,FIVE,NONE,NONE,13,burst
TWO,SIX,SEVEN,KING,SEVEN,QUEEN,SEVEN,TEN,FIVE,NONE,NONE,15,non-burst
NINE,SIX,SIX,JACK,THREE,QUEEN,TWO,FIVE,THREE,NONE,NONE,12,non-burst
NINE,SIX,SIX,JACK,THREE,QUEEN,TWO,FIVE,THREE,TWO,NONE,14,non-burst
NINE,SIX,SIX,JACK,THREE,QUEEN,TWO,FIVE,THREE,NONE,NONE,13,non-burst
NINE,SIX,SIX,JACK,THREE,QUEEN,TWO,FIVE,THREE,ACE,NONE,14,burst
NINE,SIX,SIX,JACK,THREE,QUEEN,TWO,FIVE,THREE,NONE,NONE,12,burst
NINE,SIX,SIX,JACK,THREE,QUEEN,TWO,FIVE,THREE,NONE,NONE,8,non-burst
NINE,SIX,SIX,JACK,THREE,QUEEN,TWO,FIVE,THREE,SIX,NONE,14,non-burst
EIGHT,JACK,JACK,JACK,KING,NINE,TEN,FOUR,TEN,NONE,NONE,14,non-burst
EIGHT,SIX,KING,EIGHT,TEN,TWO,SEVEN,EIGHT,JACK,NONE,NONE,16,burst
EIGHT,SIX,KING,EIGHT,TEN,TWO,SEVEN,EIGHT,JACK,NONE,NONE,9,non-burst
KING,TEN,FOUR,SIX,FIVE,EIGHT,FIVE,JACK,SEVEN,NONE,NONE,14,burst
KING,TEN,FOUR,SIX,FIVE,EIGHT,FIVE,JACK,SEVEN,NONE,NONE,11,non-burst
KING,TEN,FOUR,SIX,FIVE,EIGHT,FIVE,JACK,SEVEN,ACE,NONE,12,non-burst
KING,TEN,FOUR,SIX,FIVE,EIGHT,FIVE,JACK,SEVEN,ACE,FOUR,16,burst
KING,TEN,FOUR,SIX,FIVE,EIGHT,FIVE,JACK,SEVEN,NONE,NONE,13,non-burst
JACK,THREE,SIX,SIX,SEVEN,FOUR,SIX,TEN,JACK,NONE,NONE,9,non-burst
JACK,THREE,SIX,SIX,SEVEN,FOUR,SIX,TEN,JACK,NONE,NONE,13,burst
JACK,THREE,SIX,SIX,SEVEN,FOUR,SIX,TEN,JACK,NONE,NONE,10,non-burst
JACK,THREE,SIX,SIX,SEVEN,FOUR,SIX,TEN,JACK,FOUR,NONE,14,non-burst
NINE,FOUR,SEVEN,KING,SEVEN,FOUR,TWO,TEN,THREE,NONE,NONE,11,non-burst
NINE,FOUR,SEVEN,KING,SEVEN,FOUR,TWO,TEN,THREE,NONE,NONE,6,non-burst
NINE,FOUR,SEVEN,KING,SEVEN,FOUR,TWO,TEN,THREE,THREE,NONE,9,non-burst
NINE,FOUR,SEVEN,KING,SEVEN,FOUR,TWO,TEN,THREE,THREE,FIVE,14,non-burst
NINE,FOUR,SEVEN,KING,SEVEN,FOUR,TWO,TEN,THREE,NONE,NONE,13,non-burst
JACK,JACK,ACE,EIGHT,FIVE,KING,SIX,QUEEN,QUEEN,NONE,NONE,13,non-burst
JACK,JACK,ACE,EIGHT,FIVE,KING,SIX,QUEEN,QUEEN,NONE,NONE,16,non-burst
SIX,JACK,TWO,THREE,QUEEN,SIX,SEVEN,KING,ACE,NONE,NONE,12,non-burst
SIX,JACK,TWO,THREE,QUEEN,SIX,SEVEN,KING,ACE,NONE,NONE,13,non-burst
SIX,JACK,TWO,THREE,QUEEN,SIX,SEVEN,KING,ACE,NONE,NONE,13,non-burst
EIGHT,SIX,ACE,EIGHT,FIVE,FIVE,QUEEN,TWO,SIX,NONE,NONE,13,burst
EIGHT,SIX,ACE,EIGHT,FIVE,FIVE,QUEEN,TWO,SIX,NONE,NONE,15,burst
EIGHT,SIX,ACE,EIGHT,FIVE,FIVE,QUEEN,TWO,SIX,NONE,NONE,8,non-burst
NINE,TWO,TEN,NINE,KING,TWO,EIGHT,SIX,THREE,NONE,NONE,12,burst
NINE,TWO,TEN,NINE,KING,TWO,EIGHT,SIX,THREE,NONE,NONE,10,non-burst
NINE,TWO,TEN,NINE,KING,TWO,EIGHT,SIX,THREE,SIX,NONE,16,burst
NINE,TWO,TEN,NINE,KING,TWO,EIGHT,SIX,THREE,NONE,NONE,9,non-burst
NINE,TWO,TEN,NINE,KING,TWO,EIGHT,SIX,THREE,SEVEN,NONE,16,burst
THREE,THREE,JACK,EIGHT,EIGHT,JACK,FIVE,SIX,ACE,NONE,NONE,13,non-burst
THREE,THREE,JACK,EIGHT,EIGHT,JACK,FIVE,SIX,ACE,NONE,NONE,16,non-burst
THREE,THREE,JACK,EIGHT,EIGHT,JACK,FIVE,SIX,ACE,NONE,NONE,15,non-burst
KING,ACE,TEN,JACK,EIGHT,JACK,THREE,FIVE,FIVE,NONE,NONE,13,non-burst
KING,ACE,TEN,JACK,EIGHT,JACK,THREE,FIVE,FIVE,NONE,NONE,10,non-burst
KING,ACE,TEN,JACK,EIGHT,JACK,THREE,FIVE,FIVE,TWO,NONE,12,non-burst
FOUR,JACK,FIVE,FIVE,SEVEN,KING,QUEEN,TWO,JACK,NONE,NONE,15,non-burst
FOUR,JACK,FIVE,FIVE,SEVEN,KING,QUEEN,TWO,JACK,NONE,NONE,12,non-burst
FOUR,JACK,FIVE,FIVE,SEVEN,KING,QUEEN,TWO,JACK,ACE,NONE,13,burst
FOUR,JACK,FIVE,FIVE,SEVEN,KING,QUEEN,TWO,JACK,NONE,NONE,12,non-burst
EIGHT,ACE,TEN,FOUR,EIGHT,TEN,QUEEN,FIVE,TWO,NONE,NONE,12,non-burst
EIGHT,ACE,TEN,FOUR,EIGHT,TEN,QUEEN,FIVE,TWO,TWO,NONE,14,non-burst
EIGHT,ACE,TEN,FOUR,EIGHT,TEN,QUEEN,FIVE,TWO,NONE,NONE,7,non-burst
SIX,NINE,JACK,EIGHT,KING,EIGHT,EIGHT,TWO,NINE,NONE,NONE,16,burst
SIX,NINE,JACK,EIGHT,KING,EIGHT,EIGHT,TWO,NINE,NONE,NONE,11,non-burst
SIX,NINE,EIGHT,SIX,KING,TEN,QUEEN,JACK,EIGHT,NONE,NONE,16,burst
KING,SIX,NINE,JACK,EIGHT,NINE,FIVE,FOUR,THREE,NONE,NONE,15,non-burst
KING,SIX,NINE,JACK,EIGHT,NINE,FIVE,FOUR,THREE,NONE,NONE,14,non-burst
KING,SIX,NINE,JACK,EIGHT,NINE,FIVE,FOUR,THREE,TWO,NONE,16,non-burst
KING,SIX,NINE,JACK,EIGHT,NINE,FIVE,FOUR,THREE,NONE,NONE,7,non-burst
KING,SIX,NINE,JACK,EIGHT,NINE,FIVE,FOUR,THREE,FIVE,NONE,12,burst
ACE,THREE,TEN,KING,EIGHT,EIGHT,NINE,FOUR,TEN,NONE,NONE,13,burst
ACE,THREE,TEN,KING,EIGHT,EIGHT,NINE,FOUR,TEN,NONE,NONE,14,burst
SEVEN,ACE,FIVE,TEN,NINE,FIVE,TWO,KING,FOUR,NONE,NONE,16,non-burst
SEVEN,ACE,FIVE,TEN,NINE,FIVE,TWO,KING,FOUR,EIGHT,NONE,14,non-burst
SEVEN,ACE,FIVE,TEN,NINE,FIVE,TWO,KING,FOUR,NONE,NONE,7,non-burst
SEVEN,ACE,FIVE,TEN,NINE,FIVE,TWO,KING,FOUR,SIX,NONE,13,burst
SEVEN,ACE,FIVE,TEN,NINE,FIVE,TWO,KING,FOUR,NONE,NONE,14,burst
JACK,FIVE,THREE,QUEEN,FOUR,JACK,FIVE,KING,NINE,NONE,NONE,8,non-burst
JACK,FIVE,THREE,QUEEN,FOUR,JACK,FIVE,KING,NINE,NONE,NONE,14,non-burst
JACK,FIVE,THREE,QUEEN,FOUR,JACK,FIVE,KING,NINE,NONE,NONE,15,non-burst
SEVEN,FIVE,JACK,EIGHT,NINE,EIGHT,TEN,KING,SEVEN,NONE,NONE,15,burst
TWO,JACK,SIX,KING,ACE,NINE,JACK,JACK,FOUR,NONE,NONE,16,burst
TWO,JACK,SIX,KING,ACE,NINE,JACK,JACK,FOUR,NONE,NONE,14,non-burst
SIX,FOUR,QUEEN,SIX,KING,FOUR,ACE,TWO,FIVE,NONE,NONE,14,burst
SIX,FOUR,QUEEN,SIX,KING,FOUR,ACE,TWO,FIVE,NONE,NONE,16,non-burst
SIX,FOUR,QUEEN,SIX,KING,FOUR,ACE,TWO,FIVE,NONE,NONE,15,non-burst
SIX,FOUR,QUEEN,SIX,KING,FOUR,ACE,TWO,FIVE,QUEEN,NONE,15,non-burst
SIX,FOUR,QUEEN,SIX,KING,FOUR,ACE,TWO,FIVE,NONE,NONE,7,non-burst
SIX,FOUR,QUEEN,SIX,KING,FOUR,ACE,TWO,FIVE,NINE,NONE,16,burst
JACK,JACK,ACE,JACK,FOUR,NINE,SEVEN,THREE,QUEEN,NONE,NONE,14,non-burst
JACK,JACK,ACE,JACK,FOUR,NINE,SEVEN,THREE,QUEEN,NONE,NONE,16,burst
JACK,JACK,ACE,JACK,FOUR,NINE,SEVEN,THREE,QUEEN,NONE,NONE,13,non-burst
KING,EIGHT,QUEEN,TEN,FOUR,EIGHT,NINE,JACK,ACE,NONE,NONE,14,non-burst
ACE,FOUR,JACK,QUEEN,THREE,THREE,TWO,KING,TEN,NONE,NONE,14,burst
ACE,FOUR,JACK,QUEEN,THREE,THREE,TWO,KING,TEN,NONE,NONE,13,non-burst
ACE,FOUR,JACK,QUEEN,THREE,THREE,TWO,KING,TEN,NONE,NONE,5,non-burst
ACE,FOUR,JACK,QUEEN,THREE,THREE,TWO,KING,TEN,TEN,NONE,15,burst
NINE,QUEEN,QUEEN,SIX,EIGHT,FIVE,ACE,EIGHT,FIVE,NONE,NONE,14,non-burst
NINE,QUEEN,QUEEN,SIX,EIGHT,FIVE,ACE,EIGHT,FIVE,NONE,NONE,16,non-burst
NINE,QUEEN,QUEEN,SIX,EIGHT,FIVE,ACE,EIGHT,FIVE,NONE,NONE,13,non-burst
SEVEN,KING,JACK,JACK,NINE,FIVE,TWO,FIVE,EIGHT,NONE,NONE,7,non-burst
SEVEN,KING,JACK,JACK,NINE,FIVE,TWO,FIVE,EIGHT,NINE,NONE,16,non-burst
SEVEN,KING,JACK,JACK,NINE,FIVE,TWO,FIVE,EIGHT,NONE,NONE,13,non-burst
FOUR,THREE,THREE,FIVE,EIGHT,ACE,THREE,KING,FOUR,NONE,NONE,6,non-burst
FOUR,THREE,THREE,FIVE,EIGHT,ACE,THREE,KING,FOUR,FIVE,NONE,11,non-burst
FOUR,THREE,THREE,FIVE,EIGHT,ACE,THREE,KING,FOUR,NONE,NONE,13,non-burst
FOUR,THREE,THREE,FIVE,EIGHT,ACE,THREE,KING,FOUR,THREE,NONE,16,burst
FOUR,THREE,THREE,FIVE,EIGHT,ACE,THREE,KING,FOUR,NONE,NONE,14,non-burst
FOUR,THREE,THREE,FIVE,EIGHT,ACE,THREE,KING,FOUR,EIGHT,NONE,12,non-burst
FOUR,THREE,THREE,FIVE,EIGHT,ACE,THREE,KING,FOUR,NONE,NONE,14,non-burst
JACK,SIX,EIGHT,TEN,TWO,TEN,THREE,ACE,THREE,NONE,NONE,14,non-burst
JACK,SIX,EIGHT,TEN,TWO,TEN,THREE,ACE,THREE,NONE,NONE,12,non-burst
JACK,SIX,EIGHT,TEN,TWO,TEN,THREE,ACE,THREE,THREE,NONE,15,burst
JACK,SIX,EIGHT,TEN,TWO,TEN,THREE,ACE,THREE,NONE,NONE,13,burst
JACK,SIX,EIGHT,TEN,TWO,TEN,THREE,ACE,THREE,NONE,NONE,14,non-burst
JACK,SIX,EIGHT,TEN,TWO,TEN,THREE,ACE,THREE,EIGHT,NONE,12,non-burst
JACK,SIX,EIGHT,TEN,TWO,TEN,THREE,ACE,THREE,EIGHT,TWO,14,non-burst
TWO,FIVE,JACK,TEN,TWO,SEVEN,TWO,THREE,TEN,NONE,NONE,15,non-burst
TWO,FIVE,JACK,TEN,TWO,SEVEN,TWO,THREE,TEN,NONE,NONE,12,burst
TWO,FIVE,JACK,TEN,TWO,SEVEN,TWO,THREE,TEN,NONE,NONE,9,non-burst
TWO,FIVE,JACK,TEN,TWO,SEVEN,TWO,THREE,TEN,NONE,NONE,13,non-burst
KING,EIGHT,THREE,FOUR,SIX,EIGHT,FOUR,SEVEN,ACE,NONE,NONE,11,non-burst
KING,EIGHT,THREE,FOUR,SIX,EIGHT,FOUR,SEVEN,ACE,NONE,NONE,10,non-burst
KING,EIGHT,THREE,FOUR,SIX,EIGHT,FOUR,SEVEN,ACE,FIVE,NONE,15,burst
KING,EIGHT,THREE,FOUR,SIX,EIGHT,FOUR,SEVEN,ACE,NONE,NONE,12,non-burst
QUEEN,KING,ACE,TWO,QUEEN,THREE,FIVE,THREE,FOUR,NONE,NONE,12,non-burst
QUEEN,KING,ACE,TWO,QUEEN,THREE,FIVE,THREE,FOUR,NONE,NONE,8,non-burst
QUEEN,KING,ACE,TWO,QUEEN,THREE,FIVE,THREE,FOUR,NONE,NONE,7,non-burst
QUEEN,KING,ACE,TWO,QUEEN,THREE,FIVE,THREE,FOUR,EIGHT,NONE,15,non-burst
QUEEN,SEVEN,THREE,TEN,TWO,SEVEN,FIVE,EIGHT,SIX,NONE,NONE,10,non-burst
QUEEN,SEVEN,THREE,TEN,TWO,SEVEN,FIVE,EIGHT,SIX,FOUR,NONE,14,non-burst
QUEEN,SEVEN,THREE,TEN,TWO,SEVEN,FIVE,EIGHT,SIX,NONE,NONE,12,non-burst
QUEEN,SEVEN,THREE,TEN,TWO,SEVEN,FIVE,EIGHT,SIX,NONE,NONE,12,burst
QUEEN,SEVEN,THREE,TEN,TWO,SEVEN,FIVE,EIGHT,SIX,NONE,NONE,14,non-burst
SEVEN,SEVEN,SIX,TEN,SEVEN,FOUR,KING,SEVEN,JACK,NONE,NONE,13,non-burst
SEVEN,SEVEN,SIX,TEN,SEVEN,FOUR,KING,SEVEN,JACK,NONE,NONE,14,burst
SIX,JACK,NINE,TEN,SIX,FOUR,NINE,FOUR,SEVEN,NONE,NONE,16,burst
SIX,JACK,NINE,TEN,SIX,FOUR,NINE,FOUR,SEVEN,NONE,NONE,13,burst
SIX,JACK,NINE,TEN,SIX,FOUR,NINE,FOUR,SEVEN,NONE,NONE,11,non-burst
SEVEN,EIGHT,FOUR,TWO,TEN,EIGHT,THREE,JACK,TEN,NONE,NONE,12,burst
SEVEN,EIGHT,FOUR,TWO,TEN,EIGHT,THREE,JACK,TEN,NONE,NONE,12,non-burst
SEVEN,EIGHT,FOUR,TWO,TEN,EIGHT,THREE,JACK,TEN,NONE,NONE,11,non-burst
SEVEN,EIGHT,FOUR,TWO,TEN,EIGHT,THREE,JACK,TEN,FIVE,NONE,16,burst
THREE,KING,EIGHT,NINE,SIX,SIX,FIVE,FOUR,NINE,NONE,NONE,15,non-burst
THREE,KING,EIGHT,NINE,SIX,SIX,FIVE,FOUR,NINE,NONE,NONE,11,non-burst
THREE,KING,EIGHT,NINE,SIX,SIX,FIVE,FOUR,NINE,THREE,NONE,14,non-burst
THREE,KING,EIGHT,NINE,SIX,SIX,FIVE,FOUR,NINE,THREE,TWO,16,burst
THREE,KING,EIGHT,NINE,SIX,SIX,FIVE,FOUR,NINE,NONE,NONE,13,non-burst
THREE,KING,EIGHT,NINE,SIX,SIX,FIVE,FOUR,NINE,THREE,NONE,16,burst
KING,NINE,QUEEN,THREE,JACK,SEVEN,QUEEN,THREE,JACK,NONE,NONE,13,non-burst
KING,NINE,QUEEN,THREE,JACK,SEVEN,QUEEN,THREE,JACK,NONE,NONE,13,non-burst
KING,JACK,THREE,NINE,SEVEN,THREE,TEN,SIX,THREE,NONE,NONE,13,non-burst
KING,JACK,THREE,NINE,SEVEN,THREE,TEN,SIX,THREE,NONE,NONE,16,burst
KING,JACK,THREE,NINE,SEVEN,THREE,TEN,SIX,THREE,NONE,NONE,13,burst
KING,JACK,THREE,NINE,SEVEN,THREE,TEN,SIX,THREE,NONE,NONE,9,non-burst
KING,JACK,THREE,NINE,SEVEN,THREE,TEN,SIX,THREE,FOUR,NONE,13,non-burst
JACK,FIVE,NINE,SEVEN,EIGHT,SEVEN,KING,FOUR,TEN,NONE,NONE,14,non-burst
JACK,FIVE,NINE,SEVEN,EIGHT,SEVEN,KING,FOUR,TEN,NONE,NONE,15,burst
JACK,FIVE,NINE,SEVEN,EIGHT,SEVEN,KING,FOUR,TEN,NONE,NONE,14,non-burst
THREE,TEN,SIX,FOUR,TWO,NINE,NINE,JACK,JACK,NONE,NONE,16,burst
THREE,TEN,SIX,FOUR,TWO,NINE,NINE,JACK,JACK,NONE,NONE,6,non-burst
QUEEN,FOUR,QUEEN,SEVEN,THREE,FIVE,SEVEN,FOUR,THREE,NONE,NONE,14,non-burst
QUEEN,FOUR,QUEEN,SEVEN,THREE,FIVE,SEVEN,FOUR,THREE,ACE,NONE,15,burst
QUEEN,FOUR,QUEEN,SEVEN,THREE,FIVE,SEVEN,FOUR,THREE,NONE,NONE,10,non-burst
QUEEN,FOUR,QUEEN,SEVEN,THREE,FIVE,SEVEN,FOUR,THREE,NONE,NONE,12,non-burst
QUEEN,FOUR,QUEEN,SEVEN,THREE,FIVE,SEVEN,FOUR,THREE,NONE,NONE,7,non-burst
QUEEN,FOUR,QUEEN,SEVEN,THREE,FIVE,SEVEN,FOUR,THREE,SEVEN,NONE,14,burst
JACK,TEN,EIGHT,TWO,FOUR,THREE,NINE,QUEEN,KING,NONE,NONE,6,non-burst
JACK,TEN,EIGHT,TWO,FOUR,THREE,NINE,QUEEN,KING,EIGHT,NONE,14,burst
JACK,TEN,EIGHT,TWO,FOUR,THREE,NINE,QUEEN,KING,NONE,NONE,12,non-burst
JACK,TEN,EIGHT,TWO,FOUR,THREE,NINE,QUEEN,KING,THREE,NONE,15,non-burst
JACK,NINE,SEVEN,NINE,NINE,FOUR,TEN,QUEEN,TEN,NONE,NONE,16,burst
JACK,NINE,SEVEN,NINE,NINE,FOUR,TEN,QUEEN,TEN,NONE,NONE,14,burst
ACE,FIVE,TEN,THREE,SIX,FOUR,SIX,JACK,FOUR,NONE,NONE,15,burst
ACE,FIVE,TEN,THREE,SIX,FOUR,SIX,JACK,FOUR,NONE,NONE,9,non-burst
ACE,FIVE,TEN,THREE,SIX,FOUR,SIX,JACK,FOUR,NONE,NONE,10,non-burst
ACE,FIVE,TEN,THREE,SIX,FOUR,SIX,JACK,FOUR,FIVE,NONE,15,burst
ACE,FIVE,TEN,THREE,SIX,FOUR,SIX,JACK,FOUR,NONE,NONE,14,burst
FIVE,JACK,SIX,FOUR,TEN,NINE,THREE,EIGHT,THREE,NONE,NONE,16,burst
